Person 1: (21, 109), status: IMMUNE, was infected 56 time(s).
Person 8031: (99, 80), status: IMMUNE, was infected 48 time(s).
Person 8032: (73, 31), status: SUSCEPTIBLE, was infected 44 time(s).
Person 8033: (1, 70), status: SUSCEPTIBLE, was infected 59 time(s).
Person 8034: (105, 0), status: SUSCEPTIBLE, was infected 54 time(s).
Person 8035: (60, 66), status: SUSCEPTIBLE, was infected 60 time(s).
Person 8036: (54, 48), status: SUSCEPTIBLE, was infected 53 time(s).
Person 8037: (17, 45), status: INFECTED, was infected 57 time(s).
Person 8038: (25, 82), status: SUSCEPTIBLE, was infected 54 time(s).
Person 8039: (0, 55), status: SUSCEPTIBLE, was infected 58 time(s).
Person 8040: (18, 104), status: SUSCEPTIBLE, was infected 46 time(s).
Person 8041: (109, 48), status: IMMUNE, was infected 57 time(s).
Person 8042: (38, 93), status: INFECTED, was infected 44 time(s).
Person 8043: (99, 60), status: IMMUNE, was infected 58 time(s).
Person 8044: (109, 7), status: INFECTED, was infected 53 time(s).
Person 8045: (99, 98), status: SUSCEPTIBLE, was infected 52 time(s).
Person 8046: (25, 109), status: INFECTED, was infected 52 time(s).
Person 8047: (97, 0), status: SUSCEPTIBLE, was infected 47 time(s).
Person 8048: (104, 109), status: INFECTED, was infected 56 time(s).
Person 8049: (61, 75), status: IMMUNE, was infected 56 time(s).
Person 8050: (31, 38), status: INFECTED, was infected 45 time(s).
Person 8051: (45, 92), status: INFECTED, was infected 50 time(s).
Person 8052: (63, 55), status: SUSCEPTIBLE, was infected 57 time(s).
Person 8053: (45, 35), status: IMMUNE, was infected 46 time(s).
Person 8054: (21, 28), status: IMMUNE, was infected 61 time(s).
Person 8055: (91, 33), status: SUSCEPTIBLE, was infected 52 time(s).
Person 8056: (0, 91), status: INFECTED, was infected 57 time(s).
Person 8057: (0, 40), status: SUSCEPTIBLE, was infected 59 time(s).
Person 8058: (48, 68), status: IMMUNE, was infected 56 time(s).
Person 8059: (10, 41), status: SUSCEPTIBLE, was infected 55 time(s).
Person 8060: (46, 108), status: SUSCEPTIBLE, was infected 47 time(s).
Person 8061: (34, 98), status: SUSCEPTIBLE, was infected 54 time(s).
Person 8062: (39, 57), status: INFECTED, was infected 55 time(s).
Person 8063: (109, 33), status: SUSCEPTIBLE, was infected 61 time(s).
Person 8064: (63, 92), status: INFECTED, was infected 53 time(s).
Person 8065: (37, 64), status: SUSCEPTIBLE, was infected 55 time(s).
Person 8066: (0, 11), status: INFECTED, was infected 58 time(s).
Person 8067: (24, 109), status: SUSCEPTIBLE, was infected 59 time(s).
Person 8068: (7, 83), status: SUSCEPTIBLE, was infected 51 time(s).
Person 8069: (45, 104), status: SUSCEPTIBLE, was infected 59 time(s).
Person 8070: (90, 41), status: IMMUNE, was infected 53 time(s).
Person 8071: (109, 3), status: INFECTED, was infected 58 time(s).
Person 8072: (89, 100), status: SUSCEPTIBLE, was infected 50 time(s).
Person 8073: (60, 57), status: SUSCEPTIBLE, was infected 60 time(s).
Person 8074: (77, 6), status: IMMUNE, was infected 47 time(s).
Person 8075: (46, 109), status: SUSCEPTIBLE, was infected 55 time(s).
Person 8076: (60, 44), status: SUSCEPTIBLE, was infected 62 time(s).
Person 8077: (0, 28), status: SUSCEPTIBLE, was infected 60 time(s).
Person 8078: (0, 21), status: SUSCEPTIBLE, was infected 56 time(s).
Person 8079: (70, 4), status: IMMUNE, was infected 50 time(s).
Person 8080: (60, 9), status: INFECTED, was infected 57 time(s).
Person 8081: (27, 76), status: SUSCEPTIBLE, was infected 52 time(s).
Person 8082: (84, 109), status: IMMUNE, was infected 62 time(s).
Person 8083: (109, 84), status: INFECTED, was infected 57 time(s).
Person 8084: (60, 9), status: IMMUNE, was infected 47 time(s).
Person 8085: (9, 77), status: SUSCEPTIBLE, was infected 43 time(s).
Person 8086: (53, 34), status: IMMUNE, was infected 61 time(s).
Person 8087: (109, 5), status: SUSCEPTIBLE, was infected 60 time(s).
Person 8088: (33, 63), status: IMMUNE, was infected 54 time(s).
Person 8089: (22, 0), status: INFECTED, was infected 61 time(s).
Person 8090: (34, 55), status: IMMUNE, was infected 60 time(s).
Person 8091: (78, 28), status: IMMUNE, was infected 56 time(s).
Person 8092: (72, 71), status: IMMUNE, was infected 54 time(s).
Person 8093: (60, 107), status: SUSCEPTIBLE, was infected 29 time(s).
Person 8094: (34, 12), status: INFECTED, was infected 58 time(s).
Person 8095: (37, 108), status: IMMUNE, was infected 58 time(s).
Person 8096: (4, 5), status: SUSCEPTIBLE, was infected 47 time(s).
Person 8097: (42, 73), status: INFECTED, was infected 60 time(s).
Person 8098: (95, 6), status: INFECTED, was infected 40 time(s).
Person 8099: (30, 59), status: SUSCEPTIBLE, was infected 44 time(s).
Person 8100: (15, 51), status: SUSCEPTIBLE, was infected 56 time(s).
Person 8101: (41, 109), status: INFECTED, was infected 60 time(s).
Person 8102: (16, 108), status: IMMUNE, was infected 50 time(s).
Person 8103: (46, 8), status: INFECTED, was infected 50 time(s).
Person 8104: (5, 104), status: SUSCEPTIBLE, was infected 47 time(s).
Person 8105: (19, 82), status: IMMUNE, was infected 60 time(s).
Person 8106: (7, 0), status: IMMUNE, was infected 61 time(s).
Person 8107: (1, 10), status: SUSCEPTIBLE, was infected 55 time(s).
Person 8108: (83, 51), status: SUSCEPTIBLE, was infected 53 time(s).
Person 8109: (59, 25), status: IMMUNE, was infected 55 time(s).
Person 8110: (10, 76), status: INFECTED, was infected 59 time(s).
Person 8111: (10, 5), status: IMMUNE, was infected 54 time(s).
Person 8112: (5, 96), status: SUSCEPTIBLE, was infected 50 time(s).
Person 8113: (39, 72), status: SUSCEPTIBLE, was infected 51 time(s).
Person 8114: (15, 64), status: INFECTED, was infected 56 time(s).
Person 8115: (0, 94), status: INFECTED, was infected 57 time(s).
Person 8116: (109, 106), status: INFECTED, was infected 51 time(s).
Person 8117: (0, 12), status: SUSCEPTIBLE, was infected 53 time(s).
Person 8118: (53, 21), status: INFECTED, was infected 62 time(s).
Person 8119: (85, 9), status: INFECTED, was infected 53 time(s).
Person 8120: (69, 50), status: SUSCEPTIBLE, was infected 53 time(s).
Person 8121: (63, 70), status: IMMUNE, was infected 57 time(s).
Person 8122: (60, 62), status: IMMUNE, was infected 56 time(s).
Person 8123: (73, 31), status: SUSCEPTIBLE, was infected 45 time(s).
Person 8124: (49, 66), status: INFECTED, was infected 54 time(s).
Person 8125: (48, 83), status: SUSCEPTIBLE, was infected 58 time(s).
Person 8126: (42, 106), status: INFECTED, was infected 39 time(s).
Person 8127: (59, 0), status: SUSCEPTIBLE, was infected 55 time(s).
Person 8128: (14, 97), status: INFECTED, was infected 43 time(s).
Person 8129: (0, 70), status: SUSCEPTIBLE, was infected 69 time(s).
Person 8130: (35, 51), status: IMMUNE, was infected 62 time(s).
Person 8131: (57, 97), status: SUSCEPTIBLE, was infected 41 time(s).
Person 8132: (82, 20), status: INFECTED, was infected 46 time(s).
Person 8133: (18, 89), status: INFECTED, was infected 47 time(s).
Person 8134: (75, 50), status: IMMUNE, was infected 59 time(s).
Person 8135: (45, 45), status: INFECTED, was infected 56 time(s).
Person 8136: (39, 0), status: INFECTED, was infected 55 time(s).
Person 8137: (0, 94), status: INFECTED, was infected 48 time(s).
Person 8138: (65, 66), status: SUSCEPTIBLE, was infected 52 time(s).
Person 8139: (107, 109), status: SUSCEPTIBLE, was infected 42 time(s).
Person 8140: (102, 96), status: INFECTED, was infected 56 time(s).
Person 8141: (73, 81), status: SUSCEPTIBLE, was infected 54 time(s).
Person 8142: (100, 48), status: SUSCEPTIBLE, was infected 53 time(s).
Person 8143: (84, 100), status: SUSCEPTIBLE, was infected 59 time(s).
Person 8144: (41, 20), status: SUSCEPTIBLE, was infected 56 time(s).
Person 8145: (25, 44), status: IMMUNE, was infected 57 time(s).
Person 8146: (0, 91), status: IMMUNE, was infected 55 time(s).
Person 8147: (52, 46), status: SUSCEPTIBLE, was infected 57 time(s).
Person 8148: (34, 104), status: INFECTED, was infected 58 time(s).
Person 8149: (64, 33), status: INFECTED, was infected 55 time(s).
Person 8150: (79, 13), status: SUSCEPTIBLE, was infected 42 time(s).
Person 8151: (60, 48), status: IMMUNE, was infected 58 time(s).
Person 8152: (0, 36), status: IMMUNE, was infected 55 time(s).
Person 8153: (25, 108), status: SUSCEPTIBLE, was infected 49 time(s).
Person 8154: (108, 4), status: IMMUNE, was infected 58 time(s).
Person 8155: (2, 65), status: INFECTED, was infected 37 time(s).
Person 8156: (33, 56), status: SUSCEPTIBLE, was infected 48 time(s).
Person 8157: (52, 2), status: SUSCEPTIBLE, was infected 46 time(s).
Person 8158: (76, 0), status: IMMUNE, was infected 51 time(s).
Person 8159: (29, 89), status: SUSCEPTIBLE, was infected 40 time(s).
Person 8160: (109, 40), status: SUSCEPTIBLE, was infected 59 time(s).
Person 8161: (38, 34), status: IMMUNE, was infected 52 time(s).
Person 8162: (49, 17), status: INFECTED, was infected 60 time(s).
Person 8163: (73, 18), status: INFECTED, was infected 53 time(s).
Person 8164: (105, 31), status: IMMUNE, was infected 48 time(s).
Person 8165: (69, 15), status: IMMUNE, was infected 42 time(s).
Person 8166: (55, 71), status: INFECTED, was infected 61 time(s).
Person 8167: (34, 44), status: IMMUNE, was infected 45 time(s).
Person 8168: (110, 81), status: SUSCEPTIBLE, was infected 49 time(s).
Person 8169: (49, 24), status: IMMUNE, was infected 53 time(s).
Person 8170: (69, 65), status: SUSCEPTIBLE, was infected 47 time(s).
Person 8171: (52, 23), status: IMMUNE, was infected 44 time(s).
Person 8172: (109, 40), status: IMMUNE, was infected 54 time(s).
Person 8173: (0, 20), status: IMMUNE, was infected 62 time(s).
Person 8174: (108, 69), status: IMMUNE, was infected 55 time(s).
Person 8175: (91, 49), status: SUSCEPTIBLE, was infected 46 time(s).
Person 8176: (79, 109), status: INFECTED, was infected 50 time(s).
Person 8177: (15, 78), status: INFECTED, was infected 58 time(s).
Person 8178: (37, 76), status: INFECTED, was infected 56 time(s).
Person 8179: (86, 23), status: INFECTED, was infected 58 time(s).
Person 8180: (100, 42), status: IMMUNE, was infected 43 time(s).
Person 8181: (40, 1), status: SUSCEPTIBLE, was infected 52 time(s).
Person 8182: (90, 100), status: SUSCEPTIBLE, was infected 56 time(s).
Person 8183: (109, 106), status: INFECTED, was infected 51 time(s).
Person 8184: (27, 0), status: IMMUNE, was infected 51 time(s).
Person 8185: (23, 52), status: SUSCEPTIBLE, was infected 50 time(s).
Person 8186: (16, 55), status: IMMUNE, was infected 53 time(s).
Person 8187: (7, 97), status: IMMUNE, was infected 51 time(s).
Person 8188: (74, 98), status: SUSCEPTIBLE, was infected 48 time(s).
Person 8189: (96, 10), status: IMMUNE, was infected 55 time(s).
Person 8190: (41, 14), status: INFECTED, was infected 51 time(s).
Person 8191: (53, 21), status: INFECTED, was infected 55 time(s).
Person 8192: (108, 60), status: SUSCEPTIBLE, was infected 49 time(s).
Person 8193: (39, 64), status: IMMUNE, was infected 58 time(s).
Person 8194: (48, 57), status: INFECTED, was infected 60 time(s).
Person 8195: (87, 3), status: SUSCEPTIBLE, was infected 54 time(s).
Person 8196: (12, 10), status: SUSCEPTIBLE, was infected 33 time(s).
Person 8197: (46, 31), status: IMMUNE, was infected 58 time(s).
Person 8198: (0, 92), status: INFECTED, was infected 55 time(s).
Person 8199: (108, 63), status: IMMUNE, was infected 52 time(s).
Person 8200: (45, 24), status: IMMUNE, was infected 61 time(s).
Person 8201: (97, 109), status: INFECTED, was infected 50 time(s).
Person 8202: (29, 105), status: INFECTED, was infected 56 time(s).
Person 8203: (0, 32), status: IMMUNE, was infected 62 time(s).
Person 8204: (32, 44), status: SUSCEPTIBLE, was infected 53 time(s).
Person 8205: (47, 109), status: INFECTED, was infected 51 time(s).
Person 8206: (91, 106), status: SUSCEPTIBLE, was infected 53 time(s).
Person 8207: (58, 44), status: SUSCEPTIBLE, was infected 61 time(s).
Person 8208: (62, 62), status: INFECTED, was infected 41 time(s).
Person 8209: (56, 96), status: SUSCEPTIBLE, was infected 56 time(s).
Person 8210: (61, 10), status: SUSCEPTIBLE, was infected 51 time(s).
Person 8211: (2, 47), status: INFECTED, was infected 33 time(s).
Person 8212: (87, 37), status: IMMUNE, was infected 58 time(s).
Person 8213: (84, 38), status: INFECTED, was infected 51 time(s).
Person 8214: (96, 41), status: SUSCEPTIBLE, was infected 57 time(s).
Person 8215: (50, 86), status: INFECTED, was infected 58 time(s).
Person 8216: (101, 62), status: SUSCEPTIBLE, was infected 45 time(s).
Person 8217: (109, 58), status: SUSCEPTIBLE, was infected 52 time(s).
Person 8218: (98, 106), status: SUSCEPTIBLE, was infected 47 time(s).
Person 8219: (70, 70), status: INFECTED, was infected 48 time(s).
Person 8220: (66, 0), status: INFECTED, was infected 60 time(s).
Person 8221: (76, 65), status: INFECTED, was infected 56 time(s).
Person 8222: (9, 0), status: INFECTED, was infected 56 time(s).
Person 8223: (56, 73), status: SUSCEPTIBLE, was infected 47 time(s).
Person 8224: (109, 89), status: SUSCEPTIBLE, was infected 53 time(s).
Person 8225: (85, 16), status: SUSCEPTIBLE, was infected 47 time(s).
Person 8226: (46, 107), status: SUSCEPTIBLE, was infected 26 time(s).
Person 8227: (16, 0), status: SUSCEPTIBLE, was infected 51 time(s).
Person 8228: (19, 97), status: INFECTED, was infected 49 time(s).
Person 8229: (56, 0), status: IMMUNE, was infected 64 time(s).
Person 8230: (52, 105), status: INFECTED, was infected 57 time(s).
Person 8231: (30, 64), status: SUSCEPTIBLE, was infected 47 time(s).
Person 8232: (61, 32), status: IMMUNE, was infected 53 time(s).
Person 8233: (0, 10), status: IMMUNE, was infected 58 time(s).
Person 8234: (13, 97), status: SUSCEPTIBLE, was infected 32 time(s).
Person 8235: (54, 55), status: IMMUNE, was infected 54 time(s).
Person 8236: (55, 32), status: INFECTED, was infected 65 time(s).
Person 8237: (49, 89), status: SUSCEPTIBLE, was infected 52 time(s).
Person 8238: (97, 109), status: INFECTED, was infected 52 time(s).
Person 8239: (76, 0), status: SUSCEPTIBLE, was infected 56 time(s).
Person 8240: (33, 19), status: SUSCEPTIBLE, was infected 51 time(s).
Person 8241: (10, 56), status: INFECTED, was infected 48 time(s).
Person 8242: (92, 56), status: INFECTED, was infected 57 time(s).
Person 8243: (0, 85), status: IMMUNE, was infected 54 time(s).
Person 8244: (88, 39), status: SUSCEPTIBLE, was infected 57 time(s).
Person 8245: (18, 109), status: SUSCEPTIBLE, was infected 52 time(s).
Person 8246: (41, 8), status: IMMUNE, was infected 41 time(s).
Person 8247: (62, 24), status: INFECTED, was infected 50 time(s).
Person 8248: (0, 102), status: SUSCEPTIBLE, was infected 66 time(s).
Person 8249: (64, 13), status: IMMUNE, was infected 56 time(s).
Person 8250: (102, 48), status: IMMUNE, was infected 61 time(s).
Person 8251: (70, 78), status: IMMUNE, was infected 50 time(s).
Person 8252: (9, 93), status: SUSCEPTIBLE, was infected 49 time(s).
Person 8253: (45, 100), status: SUSCEPTIBLE, was infected 54 time(s).
Person 8254: (84, 60), status: SUSCEPTIBLE, was infected 59 time(s).
Person 8255: (40, 2), status: SUSCEPTIBLE, was infected 46 time(s).
Person 8256: (88, 5), status: SUSCEPTIBLE, was infected 48 time(s).
Person 8257: (64, 23), status: SUSCEPTIBLE, was infected 50 time(s).
Person 8258: (56, 15), status: INFECTED, was infected 41 time(s).
Person 8259: (90, 15), status: INFECTED, was infected 53 time(s).
Person 8260: (45, 37), status: IMMUNE, was infected 50 time(s).
Person 8261: (70, 76), status: SUSCEPTIBLE, was infected 55 time(s).
Person 8262: (58, 101), status: INFECTED, was infected 47 time(s).
Person 8263: (67, 63), status: IMMUNE, was infected 48 time(s).
Person 8264: (72, 48), status: INFECTED, was infected 50 time(s).
Person 8265: (89, 46), status: IMMUNE, was infected 49 time(s).
Person 8266: (68, 41), status: IMMUNE, was infected 55 time(s).
Person 8267: (109, 78), status: SUSCEPTIBLE, was infected 60 time(s).
Person 8268: (21, 105), status: IMMUNE, was infected 54 time(s).
Person 8269: (84, 56), status: IMMUNE, was infected 50 time(s).
Person 8270: (40, 60), status: IMMUNE, was infected 52 time(s).
Person 8271: (55, 57), status: INFECTED, was infected 57 time(s).
Person 8272: (55, 94), status: INFECTED, was infected 52 time(s).
Person 8273: (109, 82), status: IMMUNE, was infected 50 time(s).
Person 8274: (71, 29), status: SUSCEPTIBLE, was infected 39 time(s).
Person 8275: (0, 92), status: INFECTED, was infected 57 time(s).
Person 8276: (102, 10), status: SUSCEPTIBLE, was infected 56 time(s).
Person 8277: (59, 85), status: SUSCEPTIBLE, was infected 50 time(s).
Person 8278: (78, 108), status: SUSCEPTIBLE, was infected 60 time(s).
Person 8279: (88, 35), status: SUSCEPTIBLE, was infected 52 time(s).
Person 8280: (34, 70), status: INFECTED, was infected 62 time(s).
Person 8281: (0, 72), status: SUSCEPTIBLE, was infected 58 time(s).
Person 8282: (63, 63), status: IMMUNE, was infected 54 time(s).
Person 8283: (88, 43), status: IMMUNE, was infected 47 time(s).
Person 8284: (0, 4), status: SUSCEPTIBLE, was infected 44 time(s).
Person 8285: (109, 0), status: IMMUNE, was infected 67 time(s).
Person 8286: (96, 99), status: SUSCEPTIBLE, was infected 58 time(s).
Person 8287: (1, 81), status: SUSCEPTIBLE, was infected 58 time(s).
Person 8288: (70, 108), status: SUSCEPTIBLE, was infected 58 time(s).
Person 8289: (58, 26), status: IMMUNE, was infected 61 time(s).
Person 8290: (68, 73), status: SUSCEPTIBLE, was infected 53 time(s).
Person 8291: (95, 87), status: SUSCEPTIBLE, was infected 48 time(s).
Person 8292: (38, 45), status: INFECTED, was infected 61 time(s).
Person 8293: (36, 9), status: SUSCEPTIBLE, was infected 47 time(s).
Person 8294: (76, 48), status: SUSCEPTIBLE, was infected 49 time(s).
Person 8295: (58, 87), status: INFECTED, was infected 46 time(s).
Person 8296: (74, 17), status: IMMUNE, was infected 54 time(s).
Person 8297: (70, 0), status: SUSCEPTIBLE, was infected 57 time(s).
Person 8298: (99, 36), status: INFECTED, was infected 43 time(s).
Person 8299: (53, 53), status: IMMUNE, was infected 60 time(s).
Person 8300: (66, 0), status: IMMUNE, was infected 69 time(s).
Person 8301: (57, 96), status: SUSCEPTIBLE, was infected 55 time(s).
Person 8302: (67, 109), status: INFECTED, was infected 57 time(s).
Person 8303: (28, 88), status: SUSCEPTIBLE, was infected 50 time(s).
Person 8304: (55, 69), status: SUSCEPTIBLE, was infected 56 time(s).
Person 8305: (62, 19), status: IMMUNE, was infected 60 time(s).
Person 8306: (25, 1), status: IMMUNE, was infected 51 time(s).
Person 8307: (107, 79), status: INFECTED, was infected 42 time(s).
Person 8308: (22, 105), status: INFECTED, was infected 50 time(s).
Person 8309: (14, 5), status: IMMUNE, was infected 42 time(s).
Person 8310: (58, 66), status: IMMUNE, was infected 59 time(s).
Person 8311: (21, 30), status: SUSCEPTIBLE, was infected 46 time(s).
Person 8312: (90, 59), status: INFECTED, was infected 55 time(s).
Person 8313: (105, 45), status: IMMUNE, was infected 44 time(s).
Person 8314: (61, 58), status: IMMUNE, was infected 58 time(s).
Person 8315: (102, 31), status: SUSCEPTIBLE, was infected 61 time(s).
Person 8316: (84, 40), status: SUSCEPTIBLE, was infected 58 time(s).
Person 8317: (56, 7), status: SUSCEPTIBLE, was infected 47 time(s).
Person 8318: (109, 20), status: IMMUNE, was infected 58 time(s).
Person 8319: (20, 60), status: INFECTED, was infected 50 time(s).
Person 8320: (43, 53), status: SUSCEPTIBLE, was infected 56 time(s).
Person 8321: (49, 39), status: IMMUNE, was infected 54 time(s).
Person 8322: (25, 38), status: SUSCEPTIBLE, was infected 42 time(s).
Person 8323: (82, 67), status: INFECTED, was infected 56 time(s).
Person 8324: (93, 40), status: SUSCEPTIBLE, was infected 43 time(s).
Person 8325: (39, 33), status: SUSCEPTIBLE, was infected 60 time(s).
Person 8326: (48, 2), status: IMMUNE, was infected 32 time(s).
Person 8327: (96, 43), status: SUSCEPTIBLE, was infected 58 time(s).
Person 8328: (101, 84), status: SUSCEPTIBLE, was infected 51 time(s).
Person 8329: (82, 90), status: IMMUNE, was infected 55 time(s).
Person 8330: (45, 63), status: INFECTED, was infected 58 time(s).
Person 8331: (109, 21), status: IMMUNE, was infected 54 time(s).
Person 8332: (109, 65), status: IMMUNE, was infected 56 time(s).
Person 8333: (68, 76), status: INFECTED, was infected 55 time(s).
Person 8334: (47, 106), status: SUSCEPTIBLE, was infected 61 time(s).
Person 8335: (61, 1), status: SUSCEPTIBLE, was infected 53 time(s).
Person 8336: (80, 51), status: SUSCEPTIBLE, was infected 45 time(s).
Person 8337: (86, 58), status: SUSCEPTIBLE, was infected 52 time(s).
Person 8338: (72, 86), status: SUSCEPTIBLE, was infected 52 time(s).
Person 8339: (52, 49), status: IMMUNE, was infected 50 time(s).
Person 8340: (109, 96), status: INFECTED, was infected 60 time(s).
Person 8341: (106, 41), status: INFECTED, was infected 53 time(s).
Person 8342: (80, 23), status: SUSCEPTIBLE, was infected 47 time(s).
Person 8343: (104, 61), status: IMMUNE, was infected 50 time(s).
Person 8344: (66, 99), status: IMMUNE, was infected 53 time(s).
Person 8345: (110, 4), status: IMMUNE, was infected 53 time(s).
Person 8346: (24, 14), status: IMMUNE, was infected 45 time(s).
Person 8347: (50, 50), status: SUSCEPTIBLE, was infected 46 time(s).
Person 8348: (99, 13), status: SUSCEPTIBLE, was infected 52 time(s).
Person 8349: (74, 53), status: INFECTED, was infected 57 time(s).
Person 8350: (55, 9), status: INFECTED, was infected 52 time(s).
Person 8351: (42, 17), status: INFECTED, was infected 61 time(s).
Person 8352: (37, 46), status: IMMUNE, was infected 63 time(s).
Person 8353: (20, 68), status: IMMUNE, was infected 52 time(s).
Person 8354: (38, 50), status: IMMUNE, was infected 45 time(s).
Person 8355: (106, 53), status: INFECTED, was infected 41 time(s).
Person 8356: (48, 59), status: SUSCEPTIBLE, was infected 52 time(s).
Person 8357: (21, 39), status: SUSCEPTIBLE, was infected 48 time(s).
Person 8358: (32, 64), status: IMMUNE, was infected 57 time(s).
Person 8359: (96, 0), status: SUSCEPTIBLE, was infected 58 time(s).
Person 8360: (57, 9), status: INFECTED, was infected 55 time(s).
Person 8361: (77, 12), status: SUSCEPTIBLE, was infected 54 time(s).
Person 8362: (43, 84), status: SUSCEPTIBLE, was infected 55 time(s).
Person 8363: (52, 102), status: INFECTED, was infected 51 time(s).
Person 8364: (87, 65), status: IMMUNE, was infected 52 time(s).
Person 8365: (25, 74), status: IMMUNE, was infected 58 time(s).
Person 8366: (96, 0), status: SUSCEPTIBLE, was infected 56 time(s).
Person 8367: (10, 33), status: INFECTED, was infected 54 time(s).
Person 8368: (16, 66), status: INFECTED, was infected 55 time(s).
Person 8369: (83, 52), status: SUSCEPTIBLE, was infected 40 time(s).
Person 8370: (29, 100), status: INFECTED, was infected 55 time(s).
Person 8371: (23, 69), status: INFECTED, was infected 54 time(s).
Person 8372: (31, 109), status: SUSCEPTIBLE, was infected 55 time(s).
Person 8373: (60, 92), status: IMMUNE, was infected 52 time(s).
Person 8374: (1, 68), status: INFECTED, was infected 62 time(s).
Person 8375: (49, 11), status: SUSCEPTIBLE, was infected 52 time(s).
Person 8376: (102, 40), status: INFECTED, was infected 59 time(s).
Person 8377: (80, 67), status: SUSCEPTIBLE, was infected 55 time(s).
Person 8378: (75, 35), status: IMMUNE, was infected 60 time(s).
Person 8379: (70, 0), status: SUSCEPTIBLE, was infected 58 time(s).
Person 8380: (25, 104), status: INFECTED, was infected 55 time(s).
Person 8381: (70, 0), status: IMMUNE, was infected 68 time(s).
Person 8382: (109, 14), status: IMMUNE, was infected 54 time(s).
Person 8383: (51, 39), status: SUSCEPTIBLE, was infected 44 time(s).
Person 8384: (100, 0), status: IMMUNE, was infected 50 time(s).
Person 8385: (77, 109), status: SUSCEPTIBLE, was infected 54 time(s).
Person 8386: (59, 56), status: SUSCEPTIBLE, was infected 48 time(s).
Person 8387: (2, 102), status: INFECTED, was infected 30 time(s).
Person 8388: (13, 37), status: SUSCEPTIBLE, was infected 60 time(s).
Person 8389: (110, 0), status: SUSCEPTIBLE, was infected 66 time(s).
Person 8390: (29, 69), status: SUSCEPTIBLE, was infected 55 time(s).
Person 8391: (38, 9), status: IMMUNE, was infected 46 time(s).
Person 8392: (42, 0), status: INFECTED, was infected 58 time(s).
Person 8393: (3, 36), status: SUSCEPTIBLE, was infected 52 time(s).
Person 8394: (109, 49), status: INFECTED, was infected 62 time(s).
Person 8395: (56, 109), status: SUSCEPTIBLE, was infected 59 time(s).
Person 8396: (21, 106), status: IMMUNE, was infected 48 time(s).
Person 8397: (101, 72), status: SUSCEPTIBLE, was infected 46 time(s).
Person 8398: (98, 25), status: IMMUNE, was infected 56 time(s).
Person 8399: (69, 109), status: SUSCEPTIBLE, was infected 56 time(s).
Person 8400: (91, 48), status: IMMUNE, was infected 50 time(s).
Person 8401: (76, 32), status: INFECTED, was infected 58 time(s).
Person 8402: (77, 83), status: IMMUNE, was infected 57 time(s).
Person 8403: (77, 105), status: IMMUNE, was infected 57 time(s).
Person 8404: (82, 29), status: SUSCEPTIBLE, was infected 44 time(s).
Person 8405: (21, 55), status: INFECTED, was infected 57 time(s).
Person 8406: (52, 85), status: SUSCEPTIBLE, was infected 50 time(s).
Person 8407: (0, 17), status: IMMUNE, was infected 55 time(s).
Person 8408: (49, 0), status: INFECTED, was infected 60 time(s).
Person 8409: (37, 46), status: IMMUNE, was infected 60 time(s).
Person 8410: (109, 13), status: INFECTED, was infected 66 time(s).
Person 8411: (87, 109), status: INFECTED, was infected 63 time(s).
Person 8412: (106, 3), status: INFECTED, was infected 42 time(s).
Person 8413: (4, 109), status: IMMUNE, was infected 62 time(s).
Person 8414: (81, 109), status: INFECTED, was infected 58 time(s).
Person 8415: (83, 6), status: IMMUNE, was infected 45 time(s).
Person 8416: (81, 40), status: IMMUNE, was infected 60 time(s).
Person 8417: (31, 11), status: SUSCEPTIBLE, was infected 55 time(s).
Person 8418: (53, 33), status: SUSCEPTIBLE, was infected 52 time(s).
Person 8419: (51, 38), status: IMMUNE, was infected 51 time(s).
Person 8420: (30, 18), status: INFECTED, was infected 52 time(s).
Person 8421: (105, 31), status: IMMUNE, was infected 48 time(s).
Person 8422: (108, 7), status: SUSCEPTIBLE, was infected 45 time(s).
Person 8423: (64, 6), status: SUSCEPTIBLE, was infected 39 time(s).
Person 8424: (81, 93), status: SUSCEPTIBLE, was infected 53 time(s).
Person 8425: (88, 4), status: SUSCEPTIBLE, was infected 51 time(s).
Person 8426: (1, 63), status: INFECTED, was infected 59 time(s).
Person 8427: (26, 0), status: IMMUNE, was infected 60 time(s).
Person 8428: (13, 38), status: INFECTED, was infected 59 time(s).
Person 8429: (41, 74), status: INFECTED, was infected 54 time(s).
Person 8430: (54, 41), status: IMMUNE, was infected 59 time(s).
Person 8431: (58, 109), status: INFECTED, was infected 46 time(s).
Person 8432: (78, 87), status: INFECTED, was infected 57 time(s).
Person 8433: (26, 95), status: INFECTED, was infected 38 time(s).
Person 8434: (0, 102), status: IMMUNE, was infected 60 time(s).
Person 8435: (48, 54), status: SUSCEPTIBLE, was infected 47 time(s).
Person 8436: (7, 25), status: INFECTED, was infected 52 time(s).
Person 8437: (69, 55), status: IMMUNE, was infected 56 time(s).
Person 8438: (0, 102), status: INFECTED, was infected 62 time(s).
Person 8439: (43, 35), status: SUSCEPTIBLE, was infected 58 time(s).
Person 8440: (100, 30), status: INFECTED, was infected 57 time(s).
Person 8441: (81, 58), status: IMMUNE, was infected 63 time(s).
Person 8442: (108, 53), status: INFECTED, was infected 58 time(s).
Person 8443: (45, 62), status: SUSCEPTIBLE, was infected 48 time(s).
Person 8444: (109, 13), status: SUSCEPTIBLE, was infected 58 time(s).
